date,stratum,trip.start,trip.end,soak.hrs,length,gear,mesh,chinook,chum,sockeye,sheefish,whitefish,chinook.goal,chum.goal,sockeye.goal,type,village
6/29/2018,B,12:00,12:45,0:30,150,Driftnet,5.88,4,47,13,0,0,3,5,3,Fish camp,Napaskiak
6/29/2018,C,10:00,16:00,6:00,150,Driftnet,6,12,0,0,0,0,5,2,1,Village,Kwethluk
6/29/2018,C,12:20,18:00,5:40,150,Driftnet,6,4,56,2,0,0,3,5,2,Village,Kwethluk
6/29/2018,C,12:00,18:00,6:00,150,Driftnet,6,2,25,6,0,0,5,4,4,Village,Kwethluk
6/29/2018,C,12:00,18:00,6:00,150,Driftnet,5.88,14,50,9,0,0,5,4,5,Village,Kwethluk
6/29/2018,C,12:00,16:00,4:00,150,Driftnet,5.75,10,20,2,0,0,5,5,2,Village,Kwethluk
6/29/2018,C,12:00,18:00,6:00,150,Driftnet,6,16,31,6,0,0,5,5,4,Village,Kwethluk
6/29/2018,C,13:00,16:00,3:00,150,Driftnet,6,6,15,2,0,0,5,5,5,Village,Kwethluk
6/29/2018,C,12:30,18:30,3:30,150,Driftnet,5.50,16,23,6,0,0,3,4,2,Village,Akiak
6/29/2018,D1,14:00,18:00,2:35,150,Driftnet,6.00,2,17,6,0,0,3,3,3,Village,Akiak
6/29/2018,C,12:45,13:15,0:10,210,Driftnet,6.00,0,15,1,0,0,5,5,5,Village,Akiak
6/29/2018,D1,14:15,18:00,2:00,174,Driftnet,5.88,2,6,2,2,0,5,2,2,Village,Akiak
6/29/2018,D1,15:00,16:30,0:30,150,Driftnet,5.50,1,20,5,2,10,3,3,3,Village,Akiak
6/29/2018,D1,13:30,18:00,2:45,210,Driftnet,5.88,11,34,4,0,0,3,4,1,Village,Akiak
6/29/2018,D1,12:00,17:45,3:30,150,Driftnet,5.50,15,40,25,0,0,4,4,4,Village,Akiak
6/29/2018,D1,14:30,17:00,1:30,150,Driftnet,5.50,1,20,14,0,0,2,3,1,Village,Akiak
