"chinook","chum","sockeye"
5310.20062301805,2015.32076648758,236.829532626122
5605.4665589425,2021.78421608324,228.981997328941
4907.69531716571,1514.75253040776,235.892834576465
4468.32510462462,1988.66843613707,160.607594634803
5238.97347638967,1427.19958572686,190.09521457987
5137.82053697956,1730.23398429966,199.48442063802
5256.9130108736,1511.48631357017,213.181814362727
5039.91770682589,1683.17550219384,154.998421553797
5354.860566599,1704.16506504555,305.325496964272
4987.40559933612,2131.00532513621,259.696938002014
5183.58739229536,1836.09264786711,222.520836774647
5477.09738485349,1557.42860556696,325.670792395759
5358.75450858603,2104.57939887596,228.435622487855
4937.13147576046,1709.70426658791,306.311041806292
4886.35381473769,1735.41729679591,312.278807015935
4977.64117984608,1385.19390019694,195.010004094772
5027.02966724835,1827.38955412023,192.255837910925
4775.59995559554,1497.5766320367,290.713701734394
4330.7000888432,1869.37946557271,173.990740697048
4474.07329124139,1859.68137902986,302.998634112189
5405.79702489535,1937.98242211486,260.767686934811
5352.36574487544,1704.62645321652,309.273288442423
5665.32927466184,1691.96065773373,382.816878059732
4912.3899002107,1497.41135292359,253.068291436742
5244.95412841725,1662.94606935543,343.874472060779
5471.6921142643,1750.39165372006,275.389177984385
5366.97282662898,1688.40195520437,250.709287674113
4991.42574078577,1714.94848982176,167.42213137482
5483.81596908357,1851.53069829404,268.874934466528
5379.65196641291,1910.03157611166,218.421847629262
4936.02299148564,2030.408148064,260.065150676278
4455.82497368457,1434.10414945609,292.929823050593
5010.1652254796,1898.71809426145,198.276799412596
5416.15229744274,1597.70649578565,321.118891631072
4580.81024585216,1527.84180667779,255.900665386414
5783.44983627838,2086.9727871594,229.708968358886
5872.02895473761,2130.17670377282,226.993965328626
5611.91663558299,1616.11148723507,385.654019798992
5358.53044102407,1877.49669846921,357.081617194311
4824.60432098814,1770.53511729328,233.571275122858
5085.8299849646,1537.09003790119,195.131228934647
5572.95762541062,1912.94538386744,283.676797142948
5292.97960285596,1525.61107649585,301.137862671048
4850.50235435646,1679.09639054266,297.881861670995
5641.18360125439,1962.04540513808,283.255821711988
4578.90730613983,1509.88078503264,202.714016913069
6074.41907849461,1618.04493890865,237.867475850511
4677.57163612557,1332.99080251014,201.642836749829
5157.29663366066,1537.51062946681,299.484936303575
5815.15020501805,1926.8271008741,298.563708039721
6020.97286015219,1661.34953551322,303.19102498171
4514.7237670713,1450.08046915321,229.135254420831
5950.22259880802,1780.61572457448,255.716340757927
5568.89940822077,2147.51685842172,210.577851343401
4222.02854162428,1402.44660731603,206.219795040904
5529.16292830522,1898.72543924572,201.920958326036
4947.52833355125,2667.42759032879,206.91839183191
5690.11206623839,2033.70833996514,250.513108382229
5141.92287439888,1812.59076511838,284.001572892246
5693.46348943756,2156.17845244484,142.622469883361
4892.61034859023,1700.44784704447,240.314824591369
5211.30397584546,1667.87874247433,274.150927831563
5373.98174548458,2041.58543960897,230.310203387676
5218.84902575738,1722.29783509999,153.291853001323
5440.90538166012,1748.16447415598,274.320359761541
4149.93110668091,1205.6939923255,195.807640893628
4611.83971055581,1422.54471773129,240.497855251798
5598.29321717893,1674.16921808526,303.441932202755
5108.29180472494,1725.28771374513,214.119285897854
5159.43149880072,1670.74771631105,269.267011154003
5245.20108593571,1455.78328563772,266.548630016151
5106.08887977464,1850.88904022436,254.494715090581
5457.95014037957,1356.69484552252,245.943944696624
5390.48079642453,1827.89394167185,294.697897163873
5501.10554842201,1482.78905090553,264.88263191938
6373.53038177516,1622.90789984658,389.019697652469
5921.55081943101,2456.60701571677,271.890865948529
4792.92510272361,1690.52048834578,322.898729240811
4092.37600430553,1807.86905488537,187.700549124652
4971.22414257235,1792.95671400166,316.729091855057
5175.68735300849,1804.40084964717,289.293070524935
5104.05309561608,1687.10401572401,357.333290236026
5172.01154583505,1840.97330606458,269.93858391511
6147.57611051106,2201.83953154491,232.103417038757
5242.67989580876,2078.09451491099,240.781312131885
5118.22018638012,1696.16658895236,261.710596925875
5044.46657457375,1808.56305858418,230.338197260186
4978.21694020206,1590.0732306191,181.374766115149
5626.03787922385,1563.6980720504,273.235085144711
4771.17957025224,1596.96587164706,280.115250105238
5355.38957383052,2039.49647275037,250.713715815332
5301.78241855463,1718.6452526428,268.350709052798
4391.70785413588,2226.65196495529,250.672576031344
5055.94223223789,1770.65348925109,213.693807660774
5036.94869753489,2142.85602966826,131.222584166095
5928.51468080895,2074.98154835205,247.31277490516
4890.24413244624,2021.77782306813,177.142669876101
4784.02143688998,1585.6082109918,273.459056856796
5297.00866834035,2448.31308803459,229.589127857188
4236.35773598365,1347.37542921759,182.691652461086
6068.33511110318,1613.66194570191,316.086457287022
4947.81202082865,1483.00172467978,136.992958239151
4232.80261043581,1336.34433891755,205.529936053531
4961.88952122627,1843.96777899817,183.205581089016
5523.81643680067,2247.68172694233,277.300836606841
4617.76901498601,1519.1920872337,220.21599075183
5193.41578491518,1796.70794064008,189.077389391703
5090.55306327271,1702.03703241634,212.272636576306
5183.65274359505,2094.58530826588,221.42393336486
4859.59946674082,2339.87510707804,243.590263423829
5489.73050295846,1787.98414802018,318.488735932499
5077.91535573626,1448.03631505654,209.670103668638
5120.88440169896,1703.47397439316,201.229309650368
4690.95341787136,1602.72499108694,215.057904352869
4718.99484802771,1978.22389320612,206.227575332128
5051.3130053282,2242.70972006469,165.534043021084
5822.67139014799,1933.29173517905,283.835710084351
5609.33571407699,1560.98153686064,365.988558384298
5392.80701060768,1532.65675204441,239.638038018683
4494.04478185868,1475.58328688527,278.143027413774
5700.93841727387,2252.27670535337,273.886200848493
5394.96805848671,1692.82890614302,230.30363675299
5768.44288117788,2708.83951324159,294.474859715617
4701.44499033336,1385.35060119159,300.08482057545
5246.29391877127,1711.37113397204,287.228995467933
5266.58869889823,1644.37976580759,157.751374843485
5291.97263124974,2215.94462323103,332.594961926957
5501.1303874959,1552.58782699445,239.894121246978
4898.61256801654,1197.15670511809,343.408814371787
5370.7159853453,1310.83997215436,349.419077195571
4390.83331245399,1458.70356711869,209.384503210579
5049.08613073384,1737.93372372034,185.899913854246
5635.71958237473,2130.48995835019,242.631658812299
5461.29207978367,1745.40392682748,270.195149456122
4609.22643859829,1587.21331746569,227.818343466554
4948.60349218757,2008.09702387262,246.38355069969
4950.36539098424,1287.86072897795,233.23894171611
5009.39634623819,1670.73701701357,255.608176307753
5561.9091250566,2314.92526029389,167.344005332652
4785.26558984705,1966.89794223294,273.679444393925
6114.80063472662,2462.06842502706,316.148306072542
4881.54807603848,1625.69930630555,236.936524281398
5037.79428833194,1431.69104635338,247.503454063329
6283.9622914233,2069.26582534113,330.825337669068
4735.48361392361,1847.23889653854,318.38604416832
5275.20785084755,1897.97794828503,259.294819877939
4814.14749941553,1301.43696181712,167.759216571123
4902.58235997628,1596.68199433844,254.633751531599
5375.51977557854,1625.92312753874,325.552280181034
5539.38005601804,1870.56276590597,342.522255908391
5542.42034259157,1758.22573947489,209.238940605472
4411.38569580612,1563.93814473098,243.768822977086
5628.18455592651,2217.85167437659,281.690654916596
5593.93672509031,2444.91441512915,330.326701866831
5406.47900262503,1802.59990809455,243.24379843669
4833.28594388325,1389.50488038141,309.061437741479
5042.81622486915,1571.57634677716,282.076457802011
4755.53871658864,1465.22992867647,184.15744564024
5899.36909813832,1659.82326405789,251.799652576884
4808.98690950231,1226.06762447372,302.38648707208
5710.6284613325,1768.25309290878,291.650609118475
4552.1751614189,1509.89315549923,242.786068007872
4806.93797007333,1585.40462493311,244.741117641449
5342.81773447558,1824.95221648651,266.060159769571
6376.07926343222,1637.37275474554,182.724360668621
5665.49387354291,1907.4379314618,296.768331646711
4968.01915091022,2108.47154335884,200.431778138255
4811.30544511835,1542.1844040828,139.446255021241
4494.95265168749,1523.33463558131,228.518585122777
4674.7346498632,1083.22132112292,215.754104989491
4692.18399358308,1741.05504801744,283.764867434766
5066.63964932339,1665.91389723904,219.265280165157
5553.1231184748,2190.50719481675,337.028593290117
5304.4311721501,1580.75684573493,317.617071770634
4644.92027422079,1385.56692571851,292.936910555882
4933.86913370381,1664.68354346991,209.173780743083
5823.29988196541,1685.45447585499,171.986894655662
4646.8695345345,1969.36315773254,235.063353115327
5572.41136517904,1826.87581809653,181.695924229851
5816.22390002506,2588.14733563938,224.075065036829
5019.69212954262,1877.88971171569,290.010537401389
5394.59347390376,1981.55063755451,191.587963359169
4632.76158265718,1364.65375164868,264.497844458956
5052.35441003371,1915.68675038036,175.677923339973
4744.07623337787,1516.25993350884,153.239585806779
4569.41404976203,1404.11889434205,219.343623870164
5667.99288544675,1818.58804023185,285.237497344021
4787.88635070683,1762.57070441572,198.002114847419
4748.43514333397,1043.73198995757,123.344003990906
4905.56591172779,1637.7671959986,230.591994521978
4906.6221777897,1710.98401199536,183.14452281089
4992.26929583374,1783.24125627943,256.868989699337
4897.61474765124,1415.04150725542,247.057852194992
6259.4125379428,1735.95435812515,281.663814650853
5336.99584271815,1792.40036803764,226.796464805379
5384.80350512259,1771.17842841412,314.182761760281
6053.21061492153,1687.71722254266,214.10931978174
5514.65635948903,1973.82240144499,192.745995500208
5315.01612784678,1957.36171943699,190.335609081154
5259.99939499813,1618.33903522965,279.653510465435
5106.43404468531,1883.64355052818,348.086460741159
5217.89877055323,2030.71022005442,171.46658384234
4809.13909868425,1699.62728233503,305.320611982131
4680.78226920019,1714.84110012133,270.04504007025
5330.64365036925,1856.15717024846,193.97450692804
5210.29089983795,1697.10500922138,284.97817699971
4968.03244946921,1642.38095702774,247.685526606578
5735.16452348289,1859.91977553848,245.428898386478
4343.80010851159,1329.75501107613,218.633668599492
4591.70721562222,2443.21657614142,195.018654792566
4139.93744494047,1350.24446651494,239.063003859544
5687.68817819174,1681.32564109505,307.452641912267
4854.37605604141,1402.76056545233,182.31256028271
5676.42735380583,1826.39508999567,277.295873751152
4840.0190445113,1712.08150229145,280.745976019137
4505.96850782799,1302.71893212033,186.420093342661
6175.11968724687,1743.62254625312,252.490351735803
4543.49841969693,1211.82551042115,186.202909774541
5424.23599579061,1879.31462657069,355.522438073144
5279.05710882786,1561.06135590579,223.236306727144
5295.76101713435,1587.22555734935,204.071438751387
5693.88501723158,1623.97651449065,266.842958374469
4560.68991862796,1315.33440396435,287.082792615454
5141.51709423427,1471.30940449243,169.700578074648
5468.35314644507,2167.5770845485,228.55787646278
5151.46182736906,1775.64133221957,177.201842814329
5261.9095915688,1569.79108188125,214.112210618188
5200.55133985747,1246.36665084051,309.969111897841
4601.3588315238,1428.77068311286,260.293703843412
4854.67116012138,1880.97447792075,176.355731491456
6140.22077367273,1902.91914252403,223.002370285115
6925.05386016822,2557.53406090551,342.999771996818
5003.41849847991,2188.35370677095,206.703571770885
4753.0564530767,1608.67033395985,225.740144605917
5166.60679995983,1412.98976418107,306.768631262566
4572.51551274348,1861.67929573945,159.672549535066
5600.65281522758,1818.59670441186,212.507052670094
5390.49873100329,1770.89676277186,340.652783395667
4868.12564326585,1565.47640168871,193.127035501255
4748.40157832536,1187.39109340033,220.395492121422
4870.94301015934,1743.46776417393,276.116305069542
5283.07003619001,1727.46717459219,277.662673459322
5364.86183081357,1807.63505770824,469.834031684002
4703.89707135471,1233.57875958108,288.685555789588
5106.96647772484,1925.28066569144,218.579333521861
5295.19311152593,1495.61405032116,289.218501467176
4882.72621213518,1668.19373604398,225.921103034226
6451.23301361409,2154.26577733754,245.936771345966
6155.42400690928,2207.78147087147,195.032070509169
5206.63829954561,1654.26272573394,211.975439268494
4682.90582194902,1559.29008191717,308.416135501393
4402.50995370343,1255.05369266952,215.463490453399
4736.3155489612,1426.31525307891,185.624994509599
5501.82523544478,2258.18229845705,218.80674477509
5351.27781536319,1852.43243757327,289.666201102133
5921.20635799842,2386.4367927327,289.949608265498
5393.40259250645,1994.05521193105,295.936796421379
4985.02438103491,2173.56736198898,243.856981149341
5650.13379523873,2526.03462340659,221.855900086006
5134.10826861551,1446.24885096605,252.646989231986
5096.27528061563,1768.6000403756,338.146045584302
5761.99516758224,1801.28767889651,245.852045475727
5007.48652508641,1647.84581451931,256.924617875316
4494.31156694552,1604.64714221768,218.547152353504
5100.81121646263,1652.73890695547,188.773702075753
6275.47676730472,2149.61518237425,280.226609926091
4789.60711291827,1608.11031750959,194.979321883777
5979.34420502142,2081.74949704282,274.706315577624
5183.61327396847,2156.3754911312,159.223109519587
5076.01613931578,1526.62817154449,164.119051133542
5236.10991749981,1881.11660999767,220.943626499336
5297.58093331069,1564.94746640307,209.566166146823
5946.91217953642,2326.09697669058,236.58818360961
6312.33176752996,1627.5276434182,270.78715843799
5256.9857268173,1560.26577048207,257.955710499918
5147.03913784094,1870.99646523421,210.821457428988
5602.05155577204,1845.98023581601,218.131853365711
5591.00814329646,1636.68574737463,170.575725140556
5528.47726152674,2074.3231618591,187.122460112668
5225.83515422457,1500.17058156187,251.379518553496
6090.77809455375,1977.46767597421,253.701947302203
6572.96596887485,2117.26386396412,243.543349025748
5485.08976868561,1741.98333695725,349.54078390872
5742.17793987623,1703.25694290517,251.587896787948
5417.66492886678,1788.07754469376,242.308331895774
4804.20812284959,2159.00467619864,282.847555485076
5288.70450100345,1629.88319985998,342.488002872622
5784.04783559556,1657.60651611736,280.406473988479
5271.35436077355,1898.95830314422,309.244870738866
5093.82851513607,1818.57361559049,303.656843885156
4524.51120714361,1523.12342022116,253.378817248679
4732.33621283207,1564.62978590371,269.271666974301
5082.4061512255,1579.61997593555,253.994563162701
5024.84383044715,1518.66282477161,248.003489174729
5534.62707053652,1440.10496623029,267.392443661103
5604.4240227401,2000.74453490681,331.915062396657
4400.99330314771,1373.93371818814,221.841421282046
4981.93293013806,1729.14118651942,260.867230349504
5670.09893575252,2053.04201027819,255.758977386248
5140.61162849113,1564.73496006868,280.229068264633
5904.42050158999,1798.04444335701,168.3177609467
4750.86863271303,1498.69215026764,228.329382553829
4906.90712248417,1409.22030907088,184.398760665993
5386.96184101585,2075.64472698734,309.360749246783
5232.21173396441,2043.24439533171,213.478004014456
5137.5329956193,2041.68126556466,298.434339657055
5307.85959365644,1757.76222687114,178.432992840878
6040.36277301944,2031.47905362232,254.176709976494
5514.79126375057,2097.02141024024,292.801239155741
4793.37632366302,1858.81580570671,258.172428678305
4450.87417878843,1386.92053414331,147.607664366663
5253.84306725993,1862.81593942964,209.129653433175
4853.95495624747,1497.53531534007,294.381684842619
5643.75585333702,1981.02859489083,221.277578668112
4755.12403271216,1555.7483539909,285.98128594652
5496.80028787798,1811.4046058551,259.094866555301
6146.9223758787,1786.63762882213,257.043494468832
6203.83604481026,2468.14262689637,230.412205641088
5275.48296878381,1576.59148658672,277.638394227646
5624.15906924092,1658.36961707104,234.405534142255
4944.02680868762,1897.70851828254,240.827063255833
5275.70833962991,2031.06608290846,247.314889166939
5807.25252778562,1570.59590043183,251.088509240393
4567.56335510249,1479.8003181128,290.311151553293
5150.5560749292,1797.38239843509,157.241922918103
5186.24111719332,1649.7713815194,201.09799133924
5465.77901476932,2428.89060428856,347.816211781345
5222.30460960876,1993.89788386881,246.346451911957
5077.21934885333,1733.94000408474,177.925725015028
5187.00035342876,2188.69493803164,238.301947823863
5331.86507626352,1446.59577968669,231.740718278833
5152.66388095681,1645.34521191389,246.579821023293
4872.51432819918,1383.17995691013,185.614172015057
6364.46524827527,1939.25220684455,227.800254628662
4760.97538080692,2402.30095111032,267.636915405213
5350.74005035612,1637.12793630391,183.325898440917
4661.54162652402,1517.64766068567,248.196116107066
4818.88193288042,1808.3614449531,245.684405034624
4819.37653763876,1392.06699555086,226.0524216034
5722.13759536195,2316.34720576373,199.362997316939
4521.598850395,1108.97290133017,281.592706078938
5048.5896916314,1905.69585122336,207.525217982427
4718.82684750205,1536.98152184446,161.95403665464
5708.59612872677,1768.7812459415,229.343059390378
5034.0059412309,1387.78753316653,260.125659618231
4778.36110285157,1328.93995985935,253.759306348228
5505.68966664581,1688.82214928412,356.607414730778
5269.39363530185,1744.07561899455,93.3258042369377
4453.38329175011,1507.08988823531,232.227694949849
5227.83279152449,1917.94893860832,270.689794266731
5909.33410134919,1898.29422031662,276.804018178246
4712.37099927904,1638.08570071755,288.644421487879
5200.89893781071,1821.09537426458,264.754461770854
5158.09793393048,1829.08526016038,188.097014376851
5459.2025423039,1963.52235867454,256.133190757276
5223.88005393788,1707.94433755794,243.975257973288
4755.85408525085,1537.27575166152,262.974496704525
5593.80545157613,1825.93907414849,230.045116932155
5095.65250823884,1694.7428003957,221.90754392219
5767.8645411874,2454.48364147681,251.169222032975
4471.40034052187,1664.6277426792,182.454192947134
6053.66422889908,1653.7903163524,230.61729938124
4960.16976879881,1444.14728858847,276.657489722752
5665.52667196971,1953.99489053505,254.319366870554
6263.4506369413,2294.62168865622,290.828237685231
5647.99730069014,1377.65654141123,306.421872184425
5531.68466338976,1494.74887971093,219.208998369972
5092.16550811676,2041.26157091199,263.110287307387
5172.07783693867,1657.22033584511,236.788574403465
6039.67691356715,1736.61395939001,239.312265967289
4689.86352555838,1471.81181627013,277.471361335148
4978.20310928602,1415.28067463022,265.183456207167
4853.08641992946,1449.96709098724,241.372098381283
5281.09021833778,2146.1655371556,206.856827737776
4089.86161999772,1366.92200952683,165.177810716706
5211.25953176441,1914.28660325493,300.132122603252
5632.10937019807,1880.20972561753,251.37212869566
5566.24754770242,1875.19813143224,311.027286839631
5115.17562997084,1832.4033051165,222.571327466555
4682.29212654055,1576.82202414168,284.558708238629
6274.20251012822,2201.58650589825,253.664185528023
4633.523540784,2060.17881363711,272.116956579536
5735.10495119025,2047.5878046267,308.284142422499
5060.04937286788,1535.13887358317,249.515386690053
5254.09269433478,1466.72204301666,265.875620522615
5838.50558505557,2181.44351856494,247.803510089636
5418.6545365459,1982.6550106141,268.971303946731
5137.21390393264,1758.15907227323,299.969215027692
5089.23856759559,2228.03407363929,269.444679444174
4615.5677322804,1690.59017819162,258.820579150998
5453.79017336667,1724.1170150117,290.956428496537
5207.82657587789,1729.53537610989,250.232133906886
5036.01252807512,1675.1574793396,294.063712623956
5767.70191997686,1894.40137990529,354.986291407187
5091.738279938,1594.16294254284,217.621221417385
5691.63941643865,1986.4238926719,287.40404515831
5634.41268955484,2215.07490412345,204.025284174948
4775.92746766851,1686.39955352775,147.521923738045
6083.97936091112,1623.19962092065,258.510693799465
5928.97419220189,1781.01977718502,208.898041609539
4798.98190643967,1507.48601462492,267.246290658918
4662.83422091613,1624.94813182649,207.266203709086
5736.40940177507,2355.90633269606,195.75048562434
4274.67553519185,1523.54868904813,209.041904968813
4726.62939477974,1352.18657633527,220.902306705343
5369.79701083898,1643.27683935667,273.440757699395
5485.13468911168,1516.71422991301,233.614089578456
5335.94504391934,1772.04155081515,233.867668146899
5186.64334542674,2446.03736545904,177.218969405385
5780.69342324157,1789.1875918758,276.298780610053
5482.02969195513,2159.7336909263,236.312524400714
5005.97180782102,1676.82107989971,213.249352110072
4938.80120984431,1862.67038669284,349.466606750943
4829.74079838755,1358.38290794496,193.532603318213
5101.28122008645,1556.72990224134,336.083962258597
5219.99022432863,1889.21512461295,336.917465839645
5473.39768043564,1845.55115492748,292.292946377941
6028.78806346765,2203.00286605526,295.870418000166
5255.21026759163,1699.69629878684,265.77174126295
5135.28323701008,1622.18730311117,127.770489940618
6407.64668134436,1840.91159495602,237.241751743703
5109.66828564182,1838.65149720068,256.349788572544
5452.42281089253,1910.10909417962,240.180283170725
4174.30052008713,1747.28230417533,171.117943410565
4652.11352593531,1685.23055894186,165.500785369221
4761.30019746828,2016.01659942084,242.997315618702
5413.52431944383,2244.58692268135,258.030535418685
4997.76464132005,1621.30382805107,260.172718916696
5752.29772876707,1774.05592955173,285.373174164968
4885.8618748097,1144.2551306822,210.335601044955
4849.18003802426,1484.67512453327,223.571457952187
4504.5829952882,1741.38005449761,204.873863159635
5491.95080906131,1835.48983503218,322.627503181174
5125.17786625578,1662.31882560197,210.575044425873
5283.09645418821,2476.26783204592,265.635078669161
5795.69471989258,2205.48281874022,224.572344214098
5296.91294379743,2487.25855249687,116.255844987016
4753.52457409589,1426.72741056348,365.268587701463
5525.3385443714,1957.87121870663,197.748649384737
5309.35637954141,1168.90376219297,230.415104767352
5208.13864235247,1948.70867570958,138.427022904343
4739.34018070365,1571.70410230007,255.270820437362
4343.12979791661,1408.65719950811,306.401939816515
4980.61779999596,1908.32780976203,165.737956889757
4717.98694039108,1510.76807523882,249.339842732628
4567.70633651314,1730.69500083191,336.618735798929
4767.50691866361,1655.86874707538,244.32309570413
5673.52276823067,1966.1639133925,263.773223053275
5225.84498009554,1768.1513079576,284.211330811381
5317.56065889871,1686.62496858336,217.187225876715
4217.80190857151,1595.26246830384,211.991126104534
5270.21588209404,1652.02778467416,201.340900109155
5690.40457838131,1461.49162115258,346.176246135917
5253.41531312149,1735.16518688001,229.952031120115
5545.72503385318,2601.4139162311,209.031599572939
5254.25660801934,1663.48614630629,167.328631752372
5296.14265013508,1706.68231634249,260.217697515155
5196.53454035121,1499.14979417778,338.923440834219
4918.98171524856,1765.33557916095,261.41734053777
4962.68529886749,1621.07413811836,356.930034217142
5119.69467534099,1508.56085082568,288.189005528396
6056.2909063377,1893.33132611245,298.747890901176
5318.44637610534,1817.15876462862,199.520150398928
5250.53789135852,1519.65836024327,159.648096634458
6114.75519528862,2293.49962247016,201.795513262437
4667.57563022358,1875.36681173668,213.713885689645
5012.70549839907,1566.4145017853,243.163891893652
5242.6887098159,1815.04121800803,249.237709082526
5278.80952397909,1714.94238739551,245.622923860729
5565.36254062671,1549.52748125802,267.22431063675
6320.02397539914,2747.45663530169,216.456950550135
4591.15654894642,1394.2501169209,207.696855539918
5433.95372975992,2345.30859978982,237.54568155955
4878.21045037533,1676.69566492824,222.769330985945
4436.54221333339,1706.54969623715,239.809650421389
4662.99074457537,1923.01115571374,256.804086306345
5766.42469536809,1857.5216655046,331.008561773971
5086.28675769916,1821.00400562876,251.559470285639
5381.39337555966,1614.72670857285,347.061819333352
5461.63333447129,1918.73558799625,196.773599311902
5283.16332567661,1541.91027208737,190.197220072072
4827.58937487497,1697.07905558138,166.671613779414
6358.33955678708,1969.92517781412,257.663012694107
4271.30153133859,1528.57099372537,192.663077618439
4814.20170082247,1490.03393049398,259.195076869225
5470.3407520167,2037.45246124925,225.808915862235
4832.31464365062,1779.62437034236,226.097116119895
5224.65907731589,1468.64045205089,337.758536428814
5673.87601853052,2195.30474634236,292.897232015362
4322.2186124859,1245.63830225728,276.300730238593
6221.51376053687,2019.86623732803,256.118927187963
5141.21763766622,1468.87486123545,232.504870073517
5448.8723087001,1880.95381535988,284.536924157046
5305.08168670984,1809.83716540906,237.670792256865
5774.30171730869,1541.73183388744,290.273483846047
6058.06328213709,1807.40808230733,205.026700126261
5215.37082054552,1676.65159632512,244.042766740216
4915.59911654559,1503.83713285094,233.513043109154
5397.2684578733,2056.92326310071,300.79918024052
4896.22360726316,1837.22587547851,201.701236996555
5979.19293699063,1891.11416655645,198.283441988854
4759.41144838916,1372.58196591522,382.624258364383
5168.8566113478,1844.31203778983,237.871980976609
4980.65327681613,1529.05164994022,240.392187962075
5320.47600795394,1758.55557222844,260.189028743777
5156.83258419633,1930.21553285054,165.598200030111
4951.15404327761,1453.3145449464,207.378478733305
5319.77580157638,1599.08444221692,229.137226107675
5142.57758575816,1743.20400573602,270.765069548029
5352.36996958012,1546.60542374728,413.049843638032
4438.04713624454,1309.55834757824,213.702565847491
5058.13300095429,2059.56269624057,285.000112717615
5332.74991711537,1629.13823332583,183.624400446271
4692.71517715978,1440.24330465023,204.93075285156
5495.01021509731,2022.27005649889,253.747137168362
6055.25887214433,1657.77895075885,280.533826352633
5254.29847565757,2439.29622096187,206.36535771771
5539.79104997883,1771.3975946403,294.767179175042
4623.1862408601,1416.04880689072,193.580226804004
4642.42444662734,1350.84624369138,154.068127308286
4885.85971997379,2562.81911345099,272.659364404641
4888.70791973469,2133.16826450761,264.610957137885
5064.87476450484,1299.57910275079,228.376865458635
5155.21522093781,1862.1367821118,253.108665323824
5331.7880315942,1881.79664276603,296.352412962745
5111.0179200667,1702.53785032992,245.083245343401
