date,flight,gear,start,end,A,B,C,D1
6/12/2020,1,drift,8:50,10:05,64,37,137,35
6/12/2020,1,set,8:50,10:05,1,0,9,1
6/12/2020,2,drift,13:57,15:10,93,58,141,32
6/12/2020,2,set,13:57,15:10,0,1,9,9
